                   ,WHO Region,WHO Region.1,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficay,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch
,,,Total DALYs,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total DALYs,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,*Single Dose of DEC (6mg/kg) (Updated),Estimated Efficacy,*Single dose of DEC (6mg/kg)+ALB(4a00mg) (Updated),Estimated Efficacy,*Combination of ALB(400mg)+IVM(400ug/kg) (Updated),Estimated Efficay,PZQ,,Alb,,Mbd,,Ivm+Alb,,ALB,,Mbd,,Alb,,Mbd,,Ivm+Alb,,IVM,IVM,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases Targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM
Nigeria,AFR,"181,181,744",520929.4,238697.9,335.7,2499.2,12852.8,4190.0,14231.2,50734.7,98191.3,30817.1,164693.8,222961,"17,417,884","79,831,356",62.20%,62.20%,55.32%,55.32%,80.07%,80.07%,64.56%,64.56%,"49,900,711.00","40,013,199.00",80.19%,80.19%,,13.21%,3.40%,1.62%,5.29%,4.22%,5.30%,19.18%,22.96%,1.57%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,100.00%,100.00%,,47.18%,,86.99%,90.48%,90.48%,,90.67%,100.00%,100.00%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0,216136.997,,,,,,,,,
Niue,WPR,,,,,,,,,,,,,,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,,,,,,,,,,,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Northern Mariana Islands,WPR,"54,816",0.0,0.0,0.1,0.9,4.3,0.0,0.3,2.3,0.0,0.1,0.3,0,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.00%,0.00%,0.00%,2.37%,7.56%,1.13%,1.37%,1.55%,1.77%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Norway,EUR,"5,188,607",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Oman,EMR,"4,199,810",0.0,171.3,0.0,0.0,0.0,2.6,3.0,26.0,2.3,1.0,4.1,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.51%,0.03%,0.85%,2.82%,0.36%,0.46%,1.52%,1.85%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Pakistan,EMR,"189,380,513",0.0,0.0,21.4,142.4,422.3,920.7,2703.5,11334.8,11432.0,32472.2,72806.2,0,,,,14.95%,,65.90%,95.07%,95.07%,,41.45%,,,,45.86%,0.00%,0.00%,0.00%,3.47%,11.70%,1.74%,2.25%,15.86%,19.44%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,100.00%,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Palau,WPR,"21,288",,,,,,,,,,,,,, , , ,,78.35%,,35.94%,,53.47%,,,,71.92%,,,,,,,,,,,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Panama,AMR,"3,969,249",0.0,0.0,0.0,0.0,0.0,3.8,11.2,57.7,23.3,18.9,82.1,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.00%,0.00%,2.03%,6.31%,1.11%,1.33%,6.63%,7.52%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Papua New Guinea,WPR,"7,919,825",17250.5,0.0,0.0,0.0,0.0,537.9,1739.6,9177.2,1268.2,709.4,2584.0,0,"912,149",0,0,0.00%,,78.35%,7.95%,7.95%,,53.47%,,,,71.92%,10.08%,0.00%,0.00%,4.36%,14.45%,11.79%,15.05%,12.36%,15.01%,0.00%,50.00%,50.00%,66.20%,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0,0,,,,,,,,,,
Paraguay,AMR,"6,639,119",0.0,0.0,0.2,1.1,6.7,8.0,29.6,162.5,11.2,23.6,82.8,0,,,,64.51%,,0.25%,,56.88%,63.69%,63.69%,,,,75.74%,0.00%,0.00%,0.00%,1.82%,5.68%,0.68%,0.81%,5.00%,5.69%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Peru,AMR,"31,376,671",0.0,0.0,30.1,115.6,786.6,52.1,115.3,577.2,199.3,171.8,788.9,0,,,,64.51%,,0.25%,100.00%,100.00%,,58.26%,,,,75.74%,0.00%,0.00%,0.00%,1.74%,5.52%,0.81%,0.99%,2.60%,3.02%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,99.60%,99.60%,,76.90%,,100.00%,,37.34%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Philippines,WPR,"101,716,359",10908.1,13814.2,872.6,5942.9,33596.5,779.9,2506.1,14618.8,4905.2,6303.2,23602.1,0,"232,639","5,522,452",78.88%,78.88%,64.82%,64.82%,80.77%,80.77%,72.99%,72.99%,,,,71.92%,0.23%,0.60%,0.08%,7.09%,23.20%,3.18%,4.00%,14.61%,17.45%,0.00%,,50.00%,,66.20%,,37.15%,,90.10%,31.50%,31.50%,,41.55%,65.10%,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,10.50758743,19395.263,,,,,,,,,
Poland,EUR,"37,986,412",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.4,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Portugal,EUR,"10,358,076",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Puerto Rico,AMR,"3,473,181",0.0,121.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.54%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Qatar,EMR,"2,481,539",0.0,0.0,0.0,0.0,0.0,0.3,0.5,12.7,0.0,0.0,0.0,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.00%,0.00%,0.88%,2.82%,0.28%,0.34%,0.93%,1.10%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Republic of Korea,WPR,"51,014,947",0.0,0.0,,,,20.3,33.5,506.7,48.4,0.0,0.0,0,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,,0.00%,0.00%,0.95%,15.99%,,,,,,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Republic of Moldova,EUR,"3,554,108",0.0,0.0,,,,0.0,0.0,0.0,0.1,0.1,0.4,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,,0.00%,0.00%,0.00%,0.00%,,,,,,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Romania,EUR,"19,815,481",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,1.9,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Russia,EUR,"144,096,870",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.8,9.6,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Rwanda,AFR,"11,629,553",0.0,7034.2,140.4,1054.9,5931.7,607.9,2082.4,9238.1,1207.1,1398.0,5616.1,0,,,,62.28%,40.32%,40.32%,98.55%,98.55%,98.95%,98.95%, , ,,65.07%,0.00%,5.54%,1.31%,6.74%,21.86%,11.46%,14.29%,10.80%,12.82%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,33.90%,33.90%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,3727.197,,,,,,,,,
Saint Kitts and Nevis,AMR,"54,288",,,,,,,,,,,,,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,,,,,,,,,,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Saint Lucia,AMR,"177,206",0.0,5.3,0.0,0.1,1.2,0.1,0.6,5.4,0.3,0.7,3.4,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.00%,0.00%,1.64%,5.21%,0.79%,0.96%,3.63%,4.17%,0.00%,,25.90%,,34.65%,,75.75%,,100%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Saint Vincent and the Grenadines,AMR,"109,455",0.0,0.0,0.0,0.0,0.0,0.2,0.7,4.5,0.2,0.2,1.0,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.00%,0.00%,1.78%,5.75%,0.95%,1.17%,3.29%,3.85%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Samoa,WPR,193759,79.7,0.0,0.0,0.0,0.0,0.5,1.6,6.2,0.5,0.2,0.8,0,"1,798",0,0,0.00%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.94%,0.00%,0.00%,3.65%,11.77%,1.21%,1.50%,8.87%,10.42%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0,0,,,,,,,,,,
San Marino,EUR,32960,,,,,,,,,,,,,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,,,,,,,,,,,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Sao Tome and Principe,AFR,195553,525.4,35.9,0.1,0.8,4.1,0.6,2.1,6.9,5.3,5.7,17.8,0,"8,748", , , , , ,,76.05%,,68.22%,,,,65.07%,4.50%,0.02%,0.00%,2.20%,7.09%,0.80%,0.99%,11.76%,13.79%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,,,,,,,,,,,
Saudi Arabia,EMR,31557144,0.0,1451.6,0.0,0.0,0.3,7.4,30.1,216.5,8.9,7.5,38.4,0,,,,14.95%,,65.90%,,97.54%,,41.45%,,,,45.86%,0.00%,0.63%,0.04%,0.84%,2.59%,0.28%,0.32%,0.83%,0.93%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Senegal,AFR,14976994,13036.8,17841.8,126.9,786.2,2296.6,341.5,969.0,3546.6,2406.7,1753.0,5634.2,55.8,"316,856","6,321,027",71.79%,71.79%,49.53%,49.53%,0.07%,0.07%,93.48%,93.48%,"714,920.00","438,032.00",61.27%,61.27%,2.21%,10.53%,2.52%,7.02%,23.02%,9.14%,11.54%,13.96%,16.76%,0.00%,,31.23%,,40.00%,,29.43%,,88%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,66.49%,66.49%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,77.01284432,13784.971,,,,,,,,,
Serbia,EUR,7095383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Seychelles,AFR,93419,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.1,0,,,,62.28%,,51.41%,,76.05%,,68.22%,,,,65.07%,0.00%,0.00%,0.00%,4.55%,14.33%,0.75%,0.91%,5.44%,6.25%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Sierra Leone,AFR,7237025,10615.3,2261.6,1.7,2.8,44.2,444.6,1264.3,5349.4,1341.4,132.0,1716.3,29921.7,"17,12","3,464,408",80.78%,80.78%,99.79%,99.79%,90.12%,90.12%,77.98%,77.98%,"5,944,634.00","4,662,686.00",78.44%,78.44%,2.20%,0.61%,0.14%,2.36%,7.85%,11.61%,14.85%,7.98%,9.70%,5.15%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,75.35%,75.35%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,72.84885867,13575.502,,,,,,,,,
Singapore,WPR,5535002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,53.23%,,78.35%,,35.94%,,53.47%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Sint Maarten (Dutch part),AMR,38824,,,,,,,,,,,,,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,,,,,,,,,,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Slovakia,EUR,5423801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Slovenia,EUR,2063531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Solomon Islands,WPR,587482,0.0,0.0,2.7,15.2,45.9,25.1,86.1,359.5,3.4,1.5,5.8,0,,,,53.23%,,78.35%,1.55%,1.55%,8.97%,8.97%,,,,71.92%,0.00%,0.00%,0.00%,7.82%,25.65%,9.54%,12.04%,1.34%,1.61%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Somalia,EMR,13908129,0.0,19002.4,160.4,1207.6,3967.2,766.2,2617.1,9756.0,2651.1,859.3,4294.8,0,,,,14.95%,35.65%,35.65%,,97.54%,48.92%,48.92%,,,,45.86%,0.00%,8.78%,2.13%,3.02%,9.98%,8.26%,10.49%,15.08%,18.21%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,9065.682,,,,,,,,,0
South Africa,AFR,55011976.68,0.0,45942.9,28.0,179.3,1194.3,451.8,1858.4,10264.2,89.4,47.6,234.5,0,,,,62.28%, , ,39.24%,39.24%,44.76%,44.76%,,,,65.07%,0.00%,9.94%,1.91%,1.33%,4.26%,3.69%,4.70%,0.55%,0.64%,0.00%,,31.23%,,40.00%,,29.43%,,95.30%,48.53%,48.53%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,,,,,,,,,,
South Sudan,AFR,11882136,1818.3,9800.3,14.6,86.4,376.4,946.3,2115.1,8322.8,1790.6,245.4,2178.5,94793.8,"34,637","364,529",7.08%,7.08%, , ,,76.05%,,68.22%,"7,532,425","1,096,576",14.56%,14.56%,0.36%,9.03%,2.25%,1.73%,5.74%,14.54%,18.60%,2.42%,2.94%,16.72%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.1383202594,,,,,,,,,,
Spain,EUR,46447697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Sri Lanka,SEA,20966000,0.0,0.0,16.1,119.2,501.5,37.6,151.8,1106.3,44.9,86.8,284.1,0,,,,72.21%,,28.06%,,93.73%,,89.43%,,,,71.92%,0.00%,0.00%,0.00%,4.96%,15.61%,1.31%,1.58%,2.76%,3.16%,0.00%,58.34%,58.34%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,77.90%,77.90%,27.90%,27.90%,,83.00%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Sudan,EMR,38647803,2212.8,5307.0,0.0,0.0,0.0,306.5,970.6,3717.1,350.7,91.9,467.1,5223.5,"159,962","1,455,505",14.95%,14.95%,32.35%,32.35%,,97.54%,0.00%,0.00%,"456,851.00","419,037.00",91.72%,91.72%,0.41%,1.12%,0.16%,1.51%,4.93%,2.67%,3.35%,2.61%,3.12%,0.20%,,37.13%,,79.35%,,37.15%,,92.50%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.5359133137,2266.179,,,,,,,,,0.90044049
Suriname,AMR,553208,0.0,78.1,0.0,0.0,0.0,0.5,2.7,16.5,0.9,0.5,1.9,0,,,,64.51%,,0.25%,,56.88%,,58.26%,,,,75.74%,0.00%,0.59%,0.02%,1.60%,5.30%,0.82%,1.05%,3.13%,3.77%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Swaziland,AFR,1319011,0.0,271.2,0.2,1.4,7.6,32.2,133.6,697.8,3.2,2.0,6.8,0,,,,62.28%, , ,,76.05%,,68.22%,,,,65.07%,0.00%,1.03%,0.09%,1.51%,4.89%,7.65%,9.52%,0.90%,1.07%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,,,,,,,,,,
Sweden,EUR,9799186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Switzerland,EUR,8282396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,66.49%,,53.02%,,FALSE,,63.17%,,,,71.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
