Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficay,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch
,,,Total DALYs,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total DALYs,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,*Single Dose of DEC (6mg/kg) (Updated),Estimated Efficacy,*Single dose of DEC (6mg/kg)+ALB(4a00mg) (Updated),Estimated Efficacy,*Combination of ALB(400mg)+IVM(400ug/kg) (Updated),Estimated Efficay,PZQ,,Alb,,Mbd,,Ivm+Alb,,ALB,,Mbd,,Alb,,Mbd,,Ivm+Alb,,IVM,IVM,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases Targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM
,,,,,,,,,,,,,,,,,38.06%,57.09%,Global Average,47.92%,Global Average,71.16%,Global Average,65.01%,,,Global Average,68.90%,,,5-14 years,1-4 years,5-14 years,1-4 years,5-14 years,1-4 years,5-14years,,,,,,,,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,490.78,"4,477.28",0.00,"4,698.13","1,850.99","4,172.44","26,024.23","3,357.95","167,338.19","3,844.00","69,289.96","2,790.64"
Mauritius,AFR,"1,262,605",0,1239.708923,0,0,0,0.00321789,0.00524313,0.008461021,0.287840692,0.129689407,0.417530098,0.00E+00,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,7.00%,0.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,,PZQ,schist only,,,704.926,,,,,,,,,
Mexico,AMR,"125,890,949",0,0,972.3933015,"5,215.35",6187.739069,6.94872033,14.2070757,21.16,"1,552.87","3,308.78",4861.653972,2.62E-78,,,,35.66%,,47.92%,100.00%,100.00%,100.00%,100.00%,Elimination verified,No PC required,,71.01%,0.00%,0.00%,0.00%,0.00%,17.40%,0.01%,0.01%,0.00%,15.40%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Micronesia (Federated States of),WPR,"104,433",88.1,0,,,0.387800291,0,0,8.747027678,5.512280512,14.9280257,20.44030621,0,"51,744",,0.00%,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,1.55%,0.00%,0.00%,0.00%,9.62%,0.00%,8.93%,0.00%,36.28%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0.456328217,0.2233535595,,,,,,,,,,
Monaco,EUR,"38,307",0,0,,,0,0,0,0,,,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Mongolia,WPR,"2,976,877",0,0,0,0,0,0.02826068,0.02037664,0.048637321,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Montenegro,EUR,"622,159",0,0,0,0,0,0,0,0,0.063508432,0.039801613,0.103310044,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Montserrat,AMR,"5,012",0,0,,,0,0,0,0,,,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Morocco,EMR,"34,803,322",0,3094.023812,8.91204578,55.31640603,64.22845181,0.12752667,0.25189366,0.379420334,105.4996613,289.1289657,394.628627,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,1.00%,0.10%,4.89%,7.57%,0.00%,0.00%,6.78%,10.43%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,6268.585,,,,,,,,,0
Mozambique,AFR,"28,010,691",40563.24,22149.89564,"1,661.85","7,584.91","9,246.75","2,484.68","6,745.52","9,230.20","11,680.16",2269.469952,13949.63437,0,"18,218,250",,0.00%,33.45%,,42.20%,87.00%,87.00%,,59.38%,"17,759.00",No data,,63.75%,3.63%,4.00%,1.31%,0.00%,32.98%,0.00%,18.85%,0.00%,13.07%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,1,1011,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist+sth,,160.7929213,12594.93,733.0574508,,973.5214105,1358.547619,,345.8923208,,208.9050684,
Myanmar,SEA,"52,403,669",49376.19,0,"1,881.07",54.9239789,1935.990668,272.551853,83.1752433,355.73,"3,014.47",608.2056397,3622.679528,0,"38,896,362","32,287,295",83.01%,83.01%,,25.82%,95.45%,95.45%,99.18%,99.18%,,,,68.90%,1.38%,0.00%,0.00%,20.19%,5.58%,2.00%,0.29%,17.27%,4.66%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,1,1,0,0,1100,MDA1,IVM+ALB,,lf+onch,,89.59819097,,,,,,,,,,0
Namibia,AFR,"2,425,561",0,1767.744048,1.140849945,5.078835077,6.219685022,126.215122,362.231358,488.44648,8.765051203,2.806821153,11.57187236,0,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,10.00%,1.68%,3.77%,5.90%,10.71%,17.07%,1.62%,2.50%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,1005.179,,,,,,,,,
Nauru,WPR,"12,475",0,0,,,0,0,0,0,,,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Nepal,SEA,"28,656,282",20282.79,0,261.3389988,"1,224.06","1,485.40","2,777.97","7,531.70",10309.6735,1010.10095,"1,159.62",2169.725337,0,"15,981,384","11,117,627",69.57%,69.57%,,25.82%,40.98%,40.98%,56.20%,56.20%,,,,68.90%,1.03%,0.00%,0.00%,0.00%,17.36%,0.00%,26.50%,0.00%,18.63%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,27.73%,27.73%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,1,0,0,1,1001,MDA1/2,IVM+ALB or DEC+ALB,,lf+sth,142.6065996,22.54196413,,39.24167873,,107.4810381,1335.557827,,188.9138897,,196.741058,
Netherlands,EUR,"16,939,923",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
New Caledonia,WPR,"273,000",0,0,,,0,0,0,0,,,0,0,"12,378",,0.00%,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0,0,,,,,,,,,,
New Zealand,WPR,"4,595,700",0,0,0,0,0,0,0,0,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Nicaragua,AMR,"6,082,035",0,0,20.37525454,0.424949869,20.80020441,2.88241679,1.62861937,4.511036154,99.64568031,23.52566338,123.1713437,0,,,,35.66%,,47.92%,100.00%,100.00%,100.00%,100.00%,,,,71.01%,0.00%,0.00%,0.00%,8.49%,2.16%,0.29%,0.04%,6.74%,1.67%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Niger,AFR,"19,896,965",9138.53,11114.47917,0.000473574,0.002798268,0.003271842,131.083555,329.710264,460.79,"3,090.65",347.0455266,3437.695836,0,"10,886,864","7,055,384",64.81%,64.81%,54.70%,54.70%,100.00%,100.00%,47.36%,47.36%,No PC required,No PC required,,63.75%,0.80%,4.00%,1.43%,0.23%,0.36%,1.14%,1.91%,1.11%,1.74%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,17.23063309,9851.212,,,,,,,,,0
Nigeria,AFR,"181,181,744",268479.47,323098.1806,99.39337626,425.4313336,524.82,"5,603.29","15,275.82","20,879.11","100,050.77","39,343.62",139394.3909,169547.9682,"120,103,208","59,765,252",49.76%,49.76%,31.30%,31.30%,,80.85%,43.29%,43.29%,"47,484,244.00","35,271,150.00",74.28%,74.28%,3.44%,20.00%,8.92%,3.72%,5.83%,5.46%,8.79%,19.86%,30.92%,1.31%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,100.00%,100.00%,,47.18%,,86.99%,90.48%,90.48%,,90.67%,100.00%,100.00%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,1584.695138,118816.191,,,,,,,,,
Niue,WPR,,0,0,,,0,0,0,0,,,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Northern Mariana Islands,WPR,"54,816",0,0,0,0,0,0.00963372,0.00493976,0.014573481,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Norway,EUR,"5,188,607",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Oman,EMR,"4,199,810",0,118.3007852,2.25E-05,0.000120577,0.000143122,0.02439297,0.01484443,0.039237395,0.736038508,0.217934234,0.953972742,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.03%,0.36%,0.56%,0.00%,0.00%,0.18%,0.28%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Pakistan,EMR,"189,380,513",0,0,5.962058021,23.78178746,29.74384549,481.88478,"1,018.05","1,499.93","5,445.71","11,852.01",17297.71745,0,,,,57.09%,,73.90%,98.00%,98.00%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.69%,0.00%,0.60%,0.00%,9.06%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,100.00%,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Palau,WPR,"21,288",0,0,,,0,0,0,0,,,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Panama,AMR,"3,969,249",0,0,0,0,0,0.01194787,0.01339533,0.025343199,57.90442226,42.18135805,100.0857803,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.02%,11.76%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Papua New Guinea,WPR,"7,919,825",18126.77,0,0,0,0.00,"2,346.12","6,740.84",9086.960165,2902.225369,1364.868628,4267.093997,0,"5,602,188","95,890",1.71%,1.71%,,73.97%,1.00%,1.00%,1.68%,1.68%,,,,68.90%,7.50%,0.00%,0.00%,0.00%,0.00%,0.00%,57.81%,0.00%,28.03%,0.00%,50.00%,50.00%,66.20%,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,1,1001,MDA1/2,IVM+ALB or DEC+ALB,,lf+sth,15.5813277,8.700882718,,0,,0,38.13960024,,6.332734121,,5.529080658,
Paraguay,AMR,"6,639,119",0,0,0.837843499,4.586749991,5.42459349,79.2776888,250.533138,329.8108263,70.38073783,85.30771356,155.6884514,0,,,,35.66%,,47.92%,,68.50%,100.00%,100.00%,,,,71.01%,0.00%,0.00%,0.00%,4.07%,6.07%,4.14%,6.23%,7.68%,11.56%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Peru,AMR,"31,376,671",0,0,245.3281875,601.3398922,846.6680796,52.9807769,95.1384494,148.1192263,507.1788979,416.3331225,923.5120203,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,12.87%,0.00%,0.84%,0.00%,10.10%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,99.60%,99.60%,,76.90%,,100.00%,,37.34%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Philippines,WPR,"101,716,359",27725.5,48808.00284,"1,087.67","4,175.24","5,262.91","4,244.11","11,127.45","15,371.56","5,288.62","9,089.80",14378.41935,0,"18,841,425","11,095,582",58.89%,58.89%,43.50%,43.50%,62.51%,62.51%,71.68%,71.68%,,,,68.90%,0.40%,6.00%,1.23%,11.56%,13.73%,8.51%,13.46%,16.31%,25.25%,0.00%,,50.00%,,66.20%,,37.15%,,90.10%,31.50%,31.50%,,41.55%,65.10%,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,31.06021495,31459.736,,,,,,,,,
Poland,EUR,"37,986,412",0,0,0,0,0,0,0,0,0.353102332,0.206966942,0.560069274,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Portugal,EUR,"10,358,076",0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Puerto Rico,AMR,"3,473,181",0,136.8935735,0,0,0,0,0,0,0,0,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Qatar,EMR,"2,481,539",0,0,0,0,0,0.00695672,0.0043695,0.011326218,0,0,0,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Republic of Korea,WPR,"51,014,947",0,0,0,5.83E-05,5.83E-05,0,0,0.421452695,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.25%,0.00%,0.00%,0.00%,0.36%,0.00%,0.00%,0.00%,0.06%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Republic of Moldova,EUR,"3,554,108",0,0,0,0,0,0,0,0,0.171861051,0.096009452,0.267870502,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Romania,EUR,"19,815,481",0,0,0,0,0,0,0,0,1.053808115,0.517313501,1.571121616,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Russia,EUR,"144,096,870",0,0,,,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Rwanda,AFR,"11,629,553",0,9597.336009,131.4816065,577.354024,708.8356305,1132.23091,"3,284.47","4,416.71","2,122.95","2,021.21",4144.157691,0,,,,33.45%,12.70%,12.70%,100.00%,100.00%,98.58%,98.58%,No PC required,No PC required,,63.75%,0.00%,7.00%,2.18%,0.00%,19.54%,0.00%,25.77%,0.00%,26.65%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,33.90%,33.90%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,1,0011,T1,ALB+PZQ or MBD+PZQ,,schist+sth,,,1175.209,68.02904491,56.61486876,,5095.625078,1967.042607,4533.795291,2752.040707,,
Saint Kitts and Nevis,AMR,"54,288",0,0,,,0,0,0,0,,,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Saint Lucia,AMR,"177,206",0,29.56295693,0.165987076,1.285958539,1.451945615,2.94433452,13.5595564,16.50389097,1.06927597,3.993470189,5.062746158,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,2.00%,0.04%,0.00%,13.97%,0.00%,13.12%,0.00%,18.53%,0.00%,,25.90%,,34.65%,,75.75%,,100%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Saint Vincent and the Grenadines,AMR,"109,455",0,0,0.002293497,0.014350087,0.016643584,2.97260481,9.74725578,12.71986059,0.490794601,0.717815401,1.208610001,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,8.75%,4.57%,8.27%,13.83%,11.74%,10.54%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Samoa,WPR,193759,69.61,0,0.00039739,0.002305845,0.002703234,1.04294999,2.20696087,3.249910859,0.966008304,0.328313357,1.294321661,0,"61,325",,0.00%,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.58%,0.00%,0.00%,2.90%,2.01%,9.04%,1.95%,6.73%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0.1349178292,0.0660366295,,,,,,,,,,
San Marino,EUR,32960,0,0,,,0,0,0,0,,,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
