Country,WHO Region,Population,LF DALYs,Schist DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,Unnamed: 14,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,SCHIST Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84
,,,Total,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,"Input to make model identical to 2013, 2015",Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,14842.84%,STH SAC Treatment Coverage,10631.67%,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,"This col was input to make placement of data identical to 2013, 2015 for SA",Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB
,,,,,,,,,,,,,,,,,Global Average,40.13%,Global Average,42.35%,Global Average,61.26%,Global Average,43.00%,,,,,,,5-14 years,1.93%,2.97%,1.40%,2.20%,2.74%,6.58%,, ,35.74%,,51.37%,,37.15%,,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,79.24%,Original,51.15%,Original,Estimated,Original,Estimated,Original,Estimated,,,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,"2,893.19","1,180.65",0.00,"2,263.50",327.57,"3,883.77","12,564.85",116.47,"187,614.53","1,209.00","161,622.00"
Afghanistan,EMR,"28,803,167",0.00,0.00,36.38356181,177.1500265,213.5335883,89.4232686,137.805145,227.23,"3,861.20","9,079.47",12940.66993,,,,,32.11%,,59.49%,100.00%,100.00%,30.63%,30.63%,,,,,0.00%,0.00%,0.00%,7.25%,11.35%,0.43%,0.70%,0.00%,43.80%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Albania,EUR,"2,913,021",0.00,0.00,0,0,0,0,0,0,0.844935789,0.713633379,1.558569169,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Algeria,AFR,"36,117,637",0.00,"5,615.93",0.352621086,1.222264912,1.574885998,0.21504442,0.16197697,0.38,89.98,67.13191658,157.1119406,,,,,17.16%,,25.20%,,72.67%,,43.42%,,,,,0.00%,1.00%,0.18%,1.44%,2.22%,0.00%,0.00%,3.00%,5.08%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
American Samoa,WPR,"55,637",121.68,0.00,0,0,0,0,0,0,0,0,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,4.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Andorra,EUR,"84,449",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Angola,AFR,"23,369,131","21,679.42","28,347.68",146.5138063,525.6568869,672.17,"1,558.51","3,829.15","5,387.66","11,871.54","2,009.57","13,881",,"12,090,000",,0.00%,17.16%,,25.20%,,72.67%,,43.42%,,,,,0.00%,11.00%,3.56%,11.15%,17.32%,10.20%,16.17%,12.00%,19.04%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,7831.672,,,,,,,,
Anguilla,AMR,"16,373",0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Antigua and Barbuda,AMR,"94,661",0.00,19.50,0,0,0,0.0003692,0.00058246,0.000951657,0.040224555,0.012817088,0.053041643,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,3.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Argentina,AMR,"41,223,889",0.00,0.00,0.20084095,1.238381096,1.44,189.37,543.95,733.3239654,82.42745888,120.6832182,203.1106771,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,1.96%,2.66%,2.67%,3.62%,6.00%,8.54%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Armenia,EUR,"2,877,311",0.00,0.00,0,0,0,0.04094194,0.04321547,0.084157404,0.908569916,0.307064426,1.215634343,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.10%,0.15%,0.00%,0.00%,0.00%,0.76%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Aruba,AMR,"101,669",0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Australia,WPR,"22,031,750",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,87.00%,87.00%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Austria,EUR,"8,363,404",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Azerbaijan,EUR,"9,054,332",0.00,0.00,0,0,0,0.04554,0.04353762,0.089077618,18.05738953,10.97950003,29.03688956,,,,,40.13%,,34.68%,,100.00%,43.47%,43.47%,,,,,0.00%,0.00%,0.00%,0.04%,0.07%,0.00%,0.00%,2.00%,3.35%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bahamas,AMR,"360,832",0.00,0.00,0,0,0,0,0,0.003708103,0.117240544,0.03235235,0.149592894,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bahrain,EMR,"1,240,862",0.00,0.00,0,0,0,0.00397753,0.00478228,0.008759802,0,0,0,,,,,32.11%,,59.49%,,90.19%,,9.40%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bangladesh,SEA,"152,149,102","126,079.52",0.00,"1,741.19","9,061.96","10,803.15","8,368.28","29,903.80","38,272.09","18,980.34","38,571.93","57,552",,"75,960,000","33,572,654",44.20%,44.20%,,73.67%,15.93%,15.93%,21.25%,21.25%,,,,,1.49%,0.00%,0.00%,14.74%,22.70%,13.38%,21.38%,29.00%,44.49%,,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,71.77%,,78.57%,,43.90%,,100.00%,,100.00%,,100.00%,,,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,652.3372675,,,252.2997401,,,1441.489771,,5673.115759,,
Barbados,AMR,"279,569",0.00,0.00,0,0,0,0.00070026,0.0012519,0.001952164,0,0,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Belarus,EUR,"9,490,583",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Belgium,EUR,"10,895,586",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Belize,AMR,"321,608",0.00,0.00,0.096570545,0.000965177,0.097535722,7.44353936,1.2925059,8.736045253,8.60339457,3.56053714,12.16393171,,,,,14.55%,,39.44%,,36.16%,100.00%,100.00%,,,,,0.00%,0.00%,0.00%,4.75%,1.30%,4.17%,0.59%,0.00%,1.40%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Benin,AFR,"9,199,259","8,714.86","43,694.77",0.078014373,0.368302025,0.446316397,182.802042,477.336066,660.138108,2766.626103,447.5612463,"3,214",,"5,282,204","946,317",17.92%,17.92%,5.14%,5.14%,,72.67%,27.37%,27.37%,,,,,1.73%,50.00%,13.23%,1.77%,2.84%,3.49%,5.67%,7.00%,10.27%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,8.391922583,2018.353,,,,,,,,
Bermuda,AMR,"65,124",0.00,0.00,0,0,0,0.00028789,0.00156282,0.001850714,0,0,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bhutan,SEA,"727,641",0.00,0.00,0.049156021,0.243079853,0.292235873,3.00082622,5.64433935,8.64516557,60.80563397,18.72143933,79.5270733,,,,,38.43%,,73.67%,,32.51%,,37.79%,,,,,0.00%,0.00%,0.00%,3.31%,5.39%,0.69%,1.13%,7.00%,11.67%,,,47.82%,,58.32%,,14.00%,,94.9%,,47.57%,,37.87%,,71.77%,,78.57%,,43.90%,,100.00%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bolivia,AMR,"9,918,242",0.00,0.00,5.881344824,28.63813634,34.52,420.13,"1,336.29",1756.416523,487.8913322,145.285589,633.1769212,,,,,14.55%,,39.44%,,36.16%,2.51%,2.51%,,,,,0.00%,0.00%,0.00%,4.63%,7.21%,8.34%,12.92%,5.00%,7.17%,,,25.90%,,34.65%,,75.75%,,92.0%,33.30%,33.30%,60.00%,60.00%,,79.60%,81.80%,81.80%,17.20%,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
"Bonaire, Saint Eustatius and Saba",AMR,,0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Bosnia and Herzegovina,EUR,"3,722,084",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Botswana,AFR,"2,014,866",0.00,"2,846.63",18.08892637,77.46110421,95.55003057,130.466249,347.524433,477.9906819,11.60284175,9.26882163,20.87166338,,,,,17.16%,,25.20%,,72.67%,,43.42%,,,,,0.00%,16.00%,4.45%,14.68%,22.79%,12.34%,19.87%,5.00%,7.66%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,786.444,,,,,,,,
Brazil,AMR,"196,796,269",218.14,"125,760.32",335.4116792,2214.937171,"2,550.35","1,849.55","6,320.15",8169.704034,2283.007046,4950.128689,"7,233",,"1,700,000","154,056",9.06%,9.06%,,39.44%,,36.16%,,50.16%,,,,,0.00%,8.00%,0.13%,4.58%,6.82%,3.51%,5.26%,8.00%,12.67%,,42.60%,42.60%,57.90%,57.90%,,75.75%,,91.70%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,71252.66,,,,,,,,
British Virgin Islands,AMR,"27,224",0.00,0.00,,,0,0,0,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Brunei Darussalam,WPR,"388,662",37.80,0.00,,,0,0,0,0.00,0.16,0.08,0,,"15,000",,0.00%,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,1,0,0,0,1000,MDA1/2,DEC+ALB,,lf only,0.01170124313,,,,,,,,,,
Bulgaria,EUR,"7,395,599",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Burkina Faso,AFR,"15,605,217","32,307.82","35,396.83",0.038859515,0.177451682,0.216311197,359.126274,962.72,"1,321.85","6,209.20",544.1748318,"6,753",,"15,411,849",,0.00%,17.16%,96.40%,96.40%,,72.67%,1.96%,1.96%,,,,,4.28%,19.00%,6.97%,1.25%,2.03%,3.83%,6.25%,1.00%,1.91%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,73.57001635,170489.666,,,,,,,,
Burundi,AFR,"8,766,930",0.00,"20,327.81",38.69141823,144.6263107,183.32,"1,135.24","2,687.65",3822.887162,2580.717115,585.433278,3166.150393,,,,,17.16%,,25.20%,86.66%,86.66%,62.01%,62.01%,,,,,0.00%,21.00%,7.47%,9.79%,15.29%,16.58%,26.57%,10.00%,16.07%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,5616.006,,,,,,,,
Cambodia,WPR,"14,308,740",454.22,"12,310.55",0,0,0,57.990376,135.045492,193.0358676,315.810892,102.204676,418.015568,,,,,19.55%,100.00%,100.00%,91.46%,91.46%,81.47%,81.47%,,,,,0.04%,10.00%,1.70%,0.01%,0.01%,1.14%,1.81%,1.00%,2.01%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,229072.783,,,,,,,,
Cameroon,AFR,"19,970,495","30,613.69","56,096.64",391.9694382,"1,627.02","2,018.99","1,178.53","3,317.56","4,496.09","21,057.57","7,310.56","28,368",,"16,819,434","3,676,469",21.86%,21.86%,10.04%,10.04%,96.62%,96.62%,63.99%,63.99%,,,,,3.68%,30.00%,9.32%,16.02%,24.45%,9.42%,14.94%,25.00%,37.59%,,,31.23%,,40.00%,,29.43%,,97.88,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,100.00%,100.00%,,92.03%,,100.00%,,,1,1,1,1,1111,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist+sth,,77.45868129,6107.943,149.0701659,,462.6188181,945.0282675,,"155,369.93",,155369.9308
Canada,AMR,"34,005,274",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Cape Verde,AFR,"502,384",0.00,0.00,0.000630586,0.00149643,0.002127015,0.45173125,0.54750275,0.999234,0.544089999,0.09459755,0.63868755,,,,,17.16%,,25.20%,,72.67%,75.16%,75.16%,,,,,0.00%,0.00%,0.00%,0.75%,0.00%,0.14%,0.15%,0.00%,0.00%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Cayman Islands,AMR,"55,507",0.00,0.00,,,0.00,0.00,0.00,0,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Central African Republic,AFR,"4,448,525","9,351.99","4,638.14",7.207431652,31.9035946,39.11102625,574.745524,"1,635.94",2210.686316,5899.553384,796.0115145,"6,696",,"3,300,000","193,919",5.88%,5.88%,7.83%,7.83%,87.77%,87.77%,22.13%,22.13%,,,,,8.59%,8.00%,1.74%,0.00%,10.16%,0.00%,28.89%,0.00%,14.15%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,14.13803785,334.455,,,,,,,,
Chad,AFR,"11,887,202","12,226.84","25,886.26",0.035315406,0.180963367,0.22,"1,120.96","3,070.18",4191.143301,5683.140091,574.3379552,"6,257",,"7,270,000",,0.00%,17.16%,,25.20%,60.05%,60.05%,,43.42%,,,,,2.46%,23.00%,6.16%,1.14%,1.80%,11.49%,18.63%,1.00%,1.88%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,16.00290199,7151.65,,,,,,,,
Chile,AMR,"16,993,354",0.00,0.00,1.679099859,10.212084,11.89118386,0.10364786,0.05973175,0.163379618,83.05087697,235.0952349,318.1461119,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,4.51%,6.14%,0.00%,0.00%,11.00%,14.91%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
China,WPR,"1,337,705,000",0.00,"48,561.28",259.4401854,"1,808.99","2,068.43","8,059.86","26,668.82","34,728.69","3,222.46","6,283.30",9505.753354,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.01%,4.31%,6.73%,2.86%,4.60%,7.00%,11.26%,,,38.00%,,65.70%,,37.15%,,96.1%,42.35%,42.35%,55.20%,55.20%,,65.10%,75.08%,75.08%,44.75%,44.75%,96.45%,96.45%,93.05%,93.05%,,100.00%,,,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,73325.2,,,,,,,,
"China, Hong Kong SAR",WPR,"7,024,200",0.00,0.00,,,0,0,0,0,,,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
"China, Macao SAR",WPR,"536,969",0.00,0.00,,,0,0,0,0,,,0,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Colombia,AMR,"45,918,097",0.00,0.00,296.6905277,"1,553.48","1,850.17",995.72,"4,784.79","5,780.50","1,895.32","4,343.30",6238.627484,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,16.27%,24.21%,7.42%,11.34%,23.00%,32.96%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,1,0001,T3,ALB or MBD,,sth only,,,,100.7996001,175.2693934,,453.0523837,56.12686985,1642.97091,1066.845678,
Comoros,AFR,"689,692","1,067.22",0.00,30.48,132.98,163.46,51.93,149.46,201.38,96.82,64.09,161,,"514,110",,0.00%,17.16%,,25.20%,100.00%,100.00%,,43.42%,,,,,3.48%,0.00%,0.00%,25.94%,39.31%,12.11%,19.02%,17.00%,26.27%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,0,0,1,1001,MDA1/2,DEC+ALB,,lf+sth,2.737859915,,,13.81870729,,,42.89615523,,116.2079466,,
